subject,file,task,n_volumes,onset,duration,trial_type,stim_file
sub-010,sub-010_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-011,sub-011_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-011,sub-011_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-012,sub-012_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-012,sub-012_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-013,sub-013_task-tunnel_bold.nii.gz,tunnel,1045,3,1534,story,tunnel_audio.wav
sub-013,sub-013_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-013,sub-013_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-014,sub-014_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-014,sub-014_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-015,sub-015_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-015,sub-015_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-016,sub-016_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-016,sub-016_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-016,sub-016_task-pieman_run-1_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-016,sub-016_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-016,sub-016_task-pieman_run-2_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-017,sub-017_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-018,sub-018_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-019,sub-019_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-020,sub-020_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-021,sub-021_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-022,sub-022_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-022,sub-022_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-022,sub-022_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-023,sub-023_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-023,sub-023_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-023,sub-023_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-024,sub-024_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-025,sub-025_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-025,sub-025_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-026,sub-026_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-026,sub-026_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-026,sub-026_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-027,sub-027_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-028,sub-028_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-029,sub-029_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-030,sub-030_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-030,sub-030_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-030,sub-030_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-031,sub-031_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-032,sub-032_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-032,sub-032_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-032,sub-032_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-033,sub-033_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-034,sub-034_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-034,sub-034_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-034,sub-034_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-034,sub-034_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-034,sub-034_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-035,sub-035_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-036,sub-036_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-037,sub-037_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-038,sub-038_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,15.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-038,sub-038_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-038,sub-038_task-milkyway_bold.nii.gz,milkyway,297,"0.0,15.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-039,sub-039_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-040,sub-040_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-041,sub-041_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-041,sub-041_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-041,sub-041_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-042,sub-042_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-043,sub-043_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-044,sub-044_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-045,sub-045_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-046,sub-046_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-047,sub-047_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-048,sub-048_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-049,sub-049_task-schema_run-1_bold.nii.gz,schema,492,"5.0,199.93,369.17,558.61","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-049,sub-049_task-shapesphysical_bold.nii.gz,shapesphysical,313,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-049,sub-049_task-schema_run-4_bold.nii.gz,schema,517,"5.0,195.9,380.18,575.45","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-049,sub-049_task-schema_run-2_bold.nii.gz,schema,489,"5.0,198.98,374.14,550.83","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-049,sub-049_task-shapessocial_bold.nii.gz,shapessocial,309,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-049,sub-049_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-049,sub-049_task-schema_run-3_bold.nii.gz,schema,500,"5.0,195.2,375.77,567.09","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-050,sub-050_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-050,sub-050_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-051,sub-051_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-052,sub-052_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-052,sub-052_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-052,sub-052_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-052,sub-052_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-052,sub-052_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-053,sub-053_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-053,sub-053_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-053,sub-053_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-054,sub-054_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-055,sub-055_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-055,sub-055_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-055,sub-055_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-056,sub-056_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-056,sub-056_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-056,sub-056_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-057,sub-057_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-057,sub-057_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-058,sub-058_task-shapesphysical_bold.nii.gz,shapesphysical,314,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-058,sub-058_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-058,sub-058_task-shapessocial_bold.nii.gz,shapessocial,316,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-058,sub-058_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-058,sub-058_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-059,sub-059_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-059,sub-059_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-059,sub-059_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-060,sub-060_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-060,sub-060_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-060,sub-060_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-061,sub-061_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-061,sub-061_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-061,sub-061_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-062,sub-062_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-062,sub-062_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-063,sub-063_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-063,sub-063_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-064,sub-064_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-064,sub-064_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-065,sub-065_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-065,sub-065_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-065,sub-065_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-065,sub-065_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-065,sub-065_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-065,sub-065_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-066,sub-066_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-066,sub-066_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-066,sub-066_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-066,sub-066_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-066,sub-066_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-066,sub-066_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-067,sub-067_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-068,sub-068_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-069,sub-069_task-tunnel_bold.nii.gz,tunnel,1040,3,1534,story,tunnel_audio.wav
sub-069,sub-069_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-069,sub-069_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-070,sub-070_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-071,sub-071_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-072,sub-072_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-073,sub-073_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-073,sub-073_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-074,sub-074_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-074,sub-074_task-lucy_bold.nii.gz,lucy,370,3,542,story,lucy_audio.wav
sub-075,sub-075_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-075,sub-075_task-schema_run-4_bold.nii.gz,schema,494,"5.0,199.32,374.61,551.47","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-075,sub-075_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-075,sub-075_task-schema_run-3_bold.nii.gz,schema,519,"5.0,196.23,380.64,576.06","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-075,sub-075_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-075,sub-075_task-21styear_bold.nii.gz,21styear,2249,"0.0,21.0","18.0,3338.0","music,story","21styear_audio.wav,21styear_audio.wav"
sub-075,sub-075_task-schema_run-1_bold.nii.gz,schema,496,"5.0,199.7,369.71,559.14","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-075,sub-075_task-schema_run-2_bold.nii.gz,schema,504,"5.0,195.52,376.19,567.99","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-076,sub-076_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-077,sub-077_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-078,sub-078_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-079,sub-079_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-079,sub-079_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-079,sub-079_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-080,sub-080_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-081,sub-081_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-081,sub-081_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-081,sub-081_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-082,sub-082_task-pieman_bold.nii.gz,pieman,300,"0.0,15.0","13.0,422.0","music,story","pieman_audio.wav,pieman_audio.wav"
sub-083,sub-083_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-083,sub-083_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-084,sub-084_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-084,sub-084_task-slumlordreach_bold.nii.gz,slumlordreach,1210,"4.5,29.5,944.5,969.5","22.0,903.0,22.0,825.0","music,story,music,story","slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav,slumlordreach_audio.wav"
sub-084,sub-084_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-084,sub-084_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-085,sub-085_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-086,sub-086_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-086,sub-086_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-087,sub-087_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-087,sub-087_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-088,sub-088_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-088,sub-088_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-089,sub-089_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-089,sub-089_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-089,sub-089_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-089,sub-089_task-schema_run-3_bold.nii.gz,schema,501,"5.0,195.54,376.21,567.71","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-089,sub-089_task-schema_run-1_bold.nii.gz,schema,518,"5.0,196.42,381.38,577.16","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-089,sub-089_task-schema_run-4_bold.nii.gz,schema,501,"5.0,199.91,369.28,559.24","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-089,sub-089_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-089,sub-089_task-schema_run-2_bold.nii.gz,schema,497,"5.0,199.02,374.34,551.15","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-090,sub-090_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-090,sub-090_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayvodka_audio.wav,milkywayvodka_audio.wav"
sub-091,sub-091_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-091,sub-091_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-092,sub-092_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-093,sub-093_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
sub-093,sub-093_task-milkyway_bold.nii.gz,milkyway,297,"0.0,21.0","18.0,404.0","music,story","milkywayoriginal_audio.wav,milkywayoriginal_audio.wav"
sub-094,sub-094_task-prettymouth_bold.nii.gz,prettymouth,475,"0.0,21.0","18.0,676.0","music,story","prettymouth_audio.wav,prettymouth_audio.wav"
