subject,file,task,n_volumes,onset,duration,trial_type,stim_file
sub-164,sub-164_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-165,sub-165_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-165,sub-165_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-166,sub-166_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-166,sub-166_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-167,sub-167_task-merlin_bold.nii.gz,merlin,617,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-167,sub-167_task-sherlock_bold.nii.gz,sherlock,746,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-168,sub-168_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-168,sub-168_task-sherlock_bold.nii.gz,sherlock,728,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-169,sub-169_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-169,sub-169_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-170,sub-170_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-170,sub-170_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-171,sub-171_task-schema_run-4_bold.nii.gz,schema,508,"5.0,199.35,374.63,551.45","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-171,sub-171_task-sherlock_bold.nii.gz,sherlock,725,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-171,sub-171_task-merlin_bold.nii.gz,merlin,631,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-171,sub-171_task-schema_run-3_bold.nii.gz,schema,538,"5.0,199.7,369.12,558.74","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-171,sub-171_task-schema_run-2_bold.nii.gz,schema,506,"5.0,195.54,376.16,567.49","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-171,sub-171_task-schema_run-1_bold.nii.gz,schema,519,"5.0,196.22,380.62,576.07","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-172,sub-172_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-172,sub-172_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-173,sub-173_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-173,sub-173_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-174,sub-174_task-merlin_bold.nii.gz,merlin,615,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-174,sub-174_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-175,sub-175_task-sherlock_bold.nii.gz,sherlock,726,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-175,sub-175_task-merlin_bold.nii.gz,merlin,616,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-176,sub-176_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-176,sub-176_task-merlin_bold.nii.gz,merlin,617,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-177,sub-177_task-sherlock_bold.nii.gz,sherlock,729,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-177,sub-177_task-merlin_bold.nii.gz,merlin,614,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-178,sub-178_task-sherlock_bold.nii.gz,sherlock,727,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-178,sub-178_task-merlin_bold.nii.gz,merlin,617,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-179,sub-179_task-sherlock_bold.nii.gz,sherlock,728,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-179,sub-179_task-merlin_bold.nii.gz,merlin,655,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-180,sub-180_task-sherlock_bold.nii.gz,sherlock,728,"4.5,33.5","25.0,1052.0","music,story","sherlock_audio.wav,sherlock_audio.wav"
sub-180,sub-180_task-merlin_bold.nii.gz,merlin,627,"4.5,33.5","25.0,886.0","music,story","merlin_audio.wav,merlin_audio.wav"
sub-181,sub-181_task-shapessocial_bold.nii.gz,shapessocial,315,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-181,sub-181_task-schema_run-2_bold.nii.gz,schema,514,"5.0,195.9,380.17,575.45","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-181,sub-181_task-schema_run-4_bold.nii.gz,schema,490,"5.0,199.57,368.81,558.25","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-181,sub-181_task-schema_run-1_bold.nii.gz,schema,499,"5.0,195.72,376.74,568.06","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-181,sub-181_task-shapesphysical_bold.nii.gz,shapesphysical,310,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-181,sub-181_task-schema_run-3_bold.nii.gz,schema,578,"5.0,198.99,374.14,550.84","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-182,sub-182_task-schema_run-2_bold.nii.gz,schema,504,"5.0,199.33,374.64,551.5","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-182,sub-182_task-schema_run-4_bold.nii.gz,schema,504,"5.0,195.55,376.31,568.13","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-182,sub-182_task-schema_run-3_bold.nii.gz,schema,496,"5.0,199.91,369.27,559.25","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-182,sub-182_task-schema_run-1_bold.nii.gz,schema,520,"5.0,198.62,383.05,578.84","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-183,sub-183_task-schema_run-3_bold.nii.gz,schema,518,"5.0,196.26,380.68,576.12","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-183,sub-183_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.6,368.93,558.92","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-183,sub-183_task-schema_run-4_bold.nii.gz,schema,504,"5.0,195.55,376.23,568.06","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-183,sub-183_task-schema_run-1_bold.nii.gz,schema,494,"5.0,199.39,374.71,551.51","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-184,sub-184_task-schema_run-2_bold.nii.gz,schema,518,"5.0,196.23,381.22,576.7","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-184,sub-184_task-schema_run-3_bold.nii.gz,schema,496,"5.0,199.56,368.77,558.22","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-184,sub-184_task-schema_run-4_bold.nii.gz,schema,502,"5.0,195.2,375.76,567.06","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-184,sub-184_task-schema_run-1_bold.nii.gz,schema,495,"5.0,200.26,376.01,552.75","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-185,sub-185_task-schema_run-3_bold.nii.gz,schema,520,"5.0,195.95,380.36,575.69","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-185,sub-185_task-schema_run-2_bold.nii.gz,schema,493,"5.0,199.04,374.33,551.11","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-185,sub-185_task-schema_run-1_bold.nii.gz,schema,503,"5.0,195.29,376.05,567.89","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-185,sub-185_task-schema_run-4_bold.nii.gz,schema,495,"5.0,199.63,369.6,559.21","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-186,sub-186_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.61,369.56,559.08","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-186,sub-186_task-schema_run-1_bold.nii.gz,schema,494,"5.0,199.48,374.63,551.34","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-186,sub-186_task-schema_run-4_bold.nii.gz,schema,519,"5.0,196.25,380.58,576.06","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-186,sub-186_task-shapesphysical_bold.nii.gz,shapesphysical,310,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-186,sub-186_task-schema_run-3_bold.nii.gz,schema,503,"5.0,195.54,376.15,567.54","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-186,sub-186_task-shapessocial_bold.nii.gz,shapessocial,309,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-187,sub-187_task-schema_run-4_bold.nii.gz,schema,492,"5.0,199.35,374.67,551.58","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-187,sub-187_task-schema_run-1_bold.nii.gz,schema,518,"5.0,196.45,380.91,576.68","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-187,sub-187_task-schema_run-3_bold.nii.gz,schema,504,"5.0,195.95,376.63,567.99","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-187,sub-187_task-schema_run-2_bold.nii.gz,schema,496,"5.0,199.92,369.34,559.3","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-188,sub-188_task-schema_run-3_bold.nii.gz,schema,505,"5.0,195.18,375.95,567.49","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-188,sub-188_task-schema_run-4_bold.nii.gz,schema,495,"5.0,199.33,374.76,551.96","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-188,sub-188_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.61,368.96,558.67","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-188,sub-188_task-schema_run-1_bold.nii.gz,schema,518,"5.0,195.94,380.21,575.99","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-189,sub-189_task-schema_run-4_bold.nii.gz,schema,493,"5.0,199.62,368.99,558.56","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-189,sub-189_task-schema_run-1_bold.nii.gz,schema,501,"5.0,195.34,376.0,568.01","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-189,sub-189_task-schema_run-2_bold.nii.gz,schema,520,"5.0,195.94,380.36,575.83","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-189,sub-189_task-schema_run-3_bold.nii.gz,schema,490,"5.0,199.02,374.35,551.53","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-190,sub-190_task-schema_run-3_bold.nii.gz,schema,518,"5.0,195.98,380.4,576.28","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-190,sub-190_task-schema_run-2_bold.nii.gz,schema,503,"5.0,195.26,375.87,567.21","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-190,sub-190_task-schema_run-4_bold.nii.gz,schema,504,"5.0,199.61,368.99,558.72","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-190,sub-190_task-shapesphysical_bold.nii.gz,shapesphysical,310,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-190,sub-190_task-schema_run-1_bold.nii.gz,schema,493,"5.0,199.44,374.74,551.94","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-190,sub-190_task-shapessocial_bold.nii.gz,shapessocial,310,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-190,sub-190_task-21styear_bold.nii.gz,21styear,2249,"0.0,21.0","18.0,3338.0","music,story","21styear_audio.wav,21styear_audio.wav"
sub-191,sub-191_task-shapessocial_bold.nii.gz,shapessocial,310,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-191,sub-191_task-schema_run-1_bold.nii.gz,schema,492,"5.0,199.32,374.71,551.56","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-191,sub-191_task-schema_run-3_bold.nii.gz,schema,502,"5.0,195.24,375.93,567.3","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-191,sub-191_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.61,369.66,559.27","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-191,sub-191_task-schema_run-4_bold.nii.gz,schema,516,"5.0,195.96,380.41,575.7","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-191,sub-191_task-shapesphysical_bold.nii.gz,shapesphysical,311,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-192,sub-192_task-schema_run-1_bold.nii.gz,schema,518,"5.0,196.83,381.32,576.75","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-192,sub-192_task-schema_run-2_bold.nii.gz,schema,503,"5.0,195.25,375.91,567.73","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-192,sub-192_task-schema_run-4_bold.nii.gz,schema,495,"5.0,199.35,374.67,551.51","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-192,sub-192_task-schema_run-3_bold.nii.gz,schema,499,"5.0,199.66,369.04,558.61","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-193,sub-193_task-schema_run-1_bold.nii.gz,schema,495,"5.0,200.53,369.89,559.45","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-193,sub-193_task-schema_run-4_bold.nii.gz,schema,497,"5.0,199.05,374.35,551.17","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-193,sub-193_task-schema_run-2_bold.nii.gz,schema,515,"5.0,196.28,380.7,576.29","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-193,sub-193_task-schema_run-3_bold.nii.gz,schema,502,"5.0,195.26,375.98,567.46","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-194,sub-194_task-schema_run-2_bold.nii.gz,schema,489,"5.0,199.33,374.51,551.69","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-194,sub-194_task-schema_run-1_bold.nii.gz,schema,499,"5.0,195.45,376.69,568.04","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-194,sub-194_task-schema_run-4_bold.nii.gz,schema,491,"5.0,199.61,369.0,558.62","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-194,sub-194_task-schema_run-3_bold.nii.gz,schema,517,"5.0,195.9,380.34,575.91","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-195,sub-195_task-schema_run-2_bold.nii.gz,schema,517,"5.0,196.26,380.64,576.42","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-195,sub-195_task-schema_run-4_bold.nii.gz,schema,496,"5.0,199.34,374.6,551.42","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-195,sub-195_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-195,sub-195_task-schema_run-1_bold.nii.gz,schema,495,"5.0,200.26,370.19,560.14","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-195,sub-195_task-schema_run-3_bold.nii.gz,schema,503,"5.0,195.57,376.24,567.73","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-195,sub-195_task-notthefallshortscram_bold.nii.gz,notthefallshortscram,400,"4.5,29.5","22.0,547.0","music,story","notthefallshortscram_audio.wav,notthefallshortscram_audio.wav"
sub-196,sub-196_task-schema_run-3_bold.nii.gz,schema,503,"5.0,195.55,376.29,567.8","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-196,sub-196_task-schema_run-2_bold.nii.gz,schema,519,"5.0,196.24,380.57,576.25","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-196,sub-196_task-schema_run-4_bold.nii.gz,schema,498,"5.0,199.89,369.27,559.28","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-196,sub-196_task-schema_run-1_bold.nii.gz,schema,495,"5.0,199.37,375.29,552.54","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-197,sub-197_task-schema_run-1_bold.nii.gz,schema,494,"5.0,199.95,375.3,552.48","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-197,sub-197_task-schema_run-4_bold.nii.gz,schema,519,"5.0,195.95,380.38,576.18","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-197,sub-197_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.92,369.29,558.73","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-197,sub-197_task-schema_run-3_bold.nii.gz,schema,504,"5.0,195.24,375.82,567.31","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-198,sub-198_task-schema_run-2_bold.nii.gz,schema,532,"5.0,195.95,380.93,576.7","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-198,sub-198_task-schema_run-3_bold.nii.gz,schema,496,"5.0,199.07,374.43,551.25","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-198,sub-198_task-schema_run-1_bold.nii.gz,schema,498,"5.0,200.08,369.46,559.08","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-198,sub-198_task-schema_run-4_bold.nii.gz,schema,506,"5.0,195.52,376.19,568.37","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-199,sub-199_task-notthefallintact_bold.nii.gz,notthefallintact,400,"4.5,29.5","22.0,547.0","music,story","notthefallintact_audio.wav,notthefallintact_audio.wav"
sub-199,sub-199_task-schema_run-2_bold.nii.gz,schema,492,"5.0,199.32,374.86,551.6","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-199,sub-199_task-notthefalllongscram_bold.nii.gz,notthefalllongscram,400,"4.5,29.5","22.0,547.0","music,story","notthefalllongscram_audio.wav,notthefalllongscram_audio.wav"
sub-199,sub-199_task-schema_run-3_bold.nii.gz,schema,516,"5.0,196.33,380.61,575.94","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-199,sub-199_task-schema_run-1_bold.nii.gz,schema,496,"5.0,199.82,369.05,558.49","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-199,sub-199_task-schema_run-4_bold.nii.gz,schema,505,"5.0,195.26,375.89,567.71","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-200,sub-200_task-schema_run-1_bold.nii.gz,schema,493,"5.0,200.0,375.24,552.44","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-200,sub-200_task-schema_run-3_bold.nii.gz,schema,517,"5.0,196.27,380.71,576.18","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-200,sub-200_task-shapessocial_bold.nii.gz,shapessocial,313,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-200,sub-200_task-schema_run-4_bold.nii.gz,schema,502,"5.0,195.27,375.94,567.42","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-200,sub-200_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.92,369.28,559.23","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-200,sub-200_task-shapesphysical_bold.nii.gz,shapesphysical,310,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-201,sub-201_task-schema_run-3_bold.nii.gz,schema,503,"5.0,195.23,375.86,567.23","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-201,sub-201_task-schema_run-2_bold.nii.gz,schema,493,"5.0,199.01,374.34,551.11","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-201,sub-201_task-shapessocial_bold.nii.gz,shapessocial,313,"4.5,49.5","37.0,408.0","music,story","shapessocial_audio.wav,shapessocial_audio.wav"
sub-201,sub-201_task-schema_run-1_bold.nii.gz,schema,516,"5.0,196.57,380.86,576.13","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-201,sub-201_task-schema_run-4_bold.nii.gz,schema,495,"5.0,199.6,368.86,558.33","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-201,sub-201_task-shapesphysical_bold.nii.gz,shapesphysical,310,"4.5,49.5","37.0,405.0","music,story","shapesphysical_audio.wav,shapesphysical_audio.wav"
sub-201,sub-201_task-21styear_bold.nii.gz,21styear,2249,"0.0,21.0","18.0,3338.0","music,story","21styear_audio.wav,21styear_audio.wav"
sub-202,sub-202_task-schema_run-1_bold.nii.gz,schema,519,"5.0,197.32,381.85,577.85","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-202,sub-202_task-schema_run-2_bold.nii.gz,schema,495,"5.0,199.63,368.98,558.63","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-202,sub-202_task-schema_run-3_bold.nii.gz,schema,503,"5.0,195.55,376.22,567.58","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
sub-202,sub-202_task-schema_run-4_bold.nii.gz,schema,499,"5.0,199.06,374.42,551.32","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-203,sub-203_task-schema_run-2_bold.nii.gz,schema,491,"5.0,199.37,375.18,552.39","188.0,169.0,171.0,175.0","movie,story,movie,story","nan,himym_audio.wav,nan,santa_audio.wav"
sub-203,sub-203_task-schema_run-4_bold.nii.gz,schema,517,"5.0,196.25,380.76,576.2","185.0,179.0,190.0,187.0","movie,story,movie,story","nan,vinny_audio.wav,nan,upintheair_audio.wav"
sub-203,sub-203_task-schema_run-3_bold.nii.gz,schema,495,"5.0,199.61,369.54,559.51","189.0,163.0,184.0,171.0","movie,story,movie,story","nan,friends_audio.wav,nan,bigbang_audio.wav"
sub-203,sub-203_task-schema_run-1_bold.nii.gz,schema,505,"5.0,196.73,377.35,568.72","184.0,175.0,186.0,173.0","movie,story,movie,story","nan,shame_audio.wav,nan,seinfeld_audio.wav"
